ProviderID,Provider Name,Provider Address,City,Zip,Phone,Phone Ext,Hours,Material Handled,Service Description,Restrictions,Minimum Volume,Maximum Volume,Property Type,Fee,Pickup Allowed,Dropoff Allowed,Mail In Allowed,TIBN,eCycle,Location,Provider URL,Mapping Location,GeoLocation
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,"Air Conditioners, Heat Pumps",<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Other Major Appliances,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,"Refrigerators, Freezers",<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Small Household Appliances,"Recycles any stainless steel appliances and kitchen fixtures, most scrap metals.",,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,"Cell Phones, Smart Phones, Mobile Devices",<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Monitors,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,"Computers, Laptops, Tablets",<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,TVs,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,<a href=http://www.acemetalco.com/Services.html>http://www.acemetalco.com/Services.html</a>,,,"Business, Residents",,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Aluminum Cans,Recycles most scrap metals.,"No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.",,,"Business, Residents",Call,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Ferrous Metals,Recycles most scrap metals.,"No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.",,,"Business, Residents",Call,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Nonferrous Metals,Recycles most scrap metals.,"No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.",,,"Business, Residents",Call,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,"Steel, Tin Cans",Recycles most scrap metals.,"No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.",,,"Business, Residents",Call,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Microwaves,"Recycles most scrap metals, steel appliances, kitchen fixtures, and structures.  ","No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.",,,"Business, Residents",Call.,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
440,American E-Cycling,,,,(425) 251-1997,,Mon-Fri: 8am - 5pm,TVs,Accepts televisions from businesses for recycling.,Cannot accept broken or cracked cathode ray tubes.  ,no minimum,no maximum,Business,Fees apply for drop-off customers.  Please contact American Ecycling for more information.,FALSE,FALSE,FALSE,FALSE,FALSE,,http://www.AmericanEcycling.com,,
663,Ace Metal Company,11110 Mukilteo Speedway Ste. 202,Mukilteo,98275,(425) 493-6802,,Mon - Fri: 8am - 6pm  Sat:  8am - 3pm,Vehicles and Major Vehicle Parts,Recycles most scrap metals,"No Scrap that contains Asbestos material, Excessively greasy or oily scrap, no hazardous or toxic waste.   No undrained auto transmissions or motorblocks (oil filters and oil pans must be removed); no oil filters, gas filters or any other filters, no lead batteries or pieces of batteries.",,,"Business, Residents",Call,TRUE,TRUE,FALSE,FALSE,TRUE,11110 Mukilteo Speedway Ste. 202 WA 98275,http://www.acemetalco.com,"11110 Mukilteo Speedway Ste. 202
Mukilteo 98275","11110 Mukilteo Speedway Ste. 202
Mukilteo 98275"
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Asphalt,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Asphalt Roofing,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
648,Alternative Concepts,Pick-up service only,,,(206) 734-6317,,By appointment only.,Brick,"Deconstructs old buildings and rebuilds new buildings out of reusable materials such as asphalt, lumber, concrete, metal, and brick. Also offers pick-up service for some recyclable materials. Call for details.",No hazardous waste. Call for specific questions.,,,"Business, Residents",Call for fee info.,TRUE,FALSE,FALSE,FALSE,FALSE,,,Pick-up service only,Pick-up service only
